Level,Extreme,High,Moderate,Low
-1,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.29411764705882354
0,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.29411764705882354
1,0.5882352941176471,0.5294117647058824,0.47058823529411764,0.35294117647058826
2,0.5882352941176471,0.5294117647058824,0.47058823529411764,0.35294117647058826
3,0.5882352941176471,0.5294117647058824,0.47058823529411764,0.35294117647058826
4,0.6470588235294117,0.5882352941176471,0.47058823529411764,0.4117647058823529
5,0.6470588235294117,0.5882352941176471,0.5294117647058824,0.4117647058823529
6,0.7058823529411764,0.5882352941176471,0.5294117647058824,0.4117647058823529
7,0.7058823529411764,0.6470588235294117,0.5294117647058824,0.4117647058823529
8,0.7058823529411764,0.6470588235294117,0.5294117647058824,0.47058823529411764
9,0.7058823529411764,0.6470588235294117,0.5294117647058824,0.47058823529411764
10,0.7647058823529411,0.7058823529411764,0.5882352941176471,0.47058823529411764
11,0.7647058823529411,0.7058823529411764,0.5882352941176471,0.47058823529411764
12,0.7647058823529411,0.7058823529411764,0.5882352941176471,0.5294117647058824
13,0.8235294117647058,0.7647058823529411,0.5882352941176471,0.5294117647058824
14,0.8235294117647058,0.7647058823529411,0.5882352941176471,0.5294117647058824
15,0.8235294117647058,0.7647058823529411,0.6470588235294117,0.5294117647058824
16,0.8823529411764706,0.8235294117647058,0.6470588235294117,0.5882352941176471
17,0.8823529411764706,0.8235294117647058,0.6470588235294117,0.5882352941176471
18,0.8823529411764706,0.8235294117647058,0.6470588235294117,0.5882352941176471
19,0.9411764705882353,0.8823529411764706,0.6470588235294117,0.5882352941176471
20,0.9411764705882353,0.8823529411764706,0.7058823529411764,0.6470588235294117
21,0.9411764705882353,0.8823529411764706,0.7058823529411764,0.6470588235294117
22,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.6470588235294117
23,0.9411764705882353,0.8823529411764706,0.7647058823529411,0.6470588235294117
24,1.0588235294117647,1.0,0.8235294117647058,0.7058823529411764
